Building_Age,Number_of_Floors,Total_Area,Number_of_Windows,Insulation_Type,Heating_System,Cooling_System,Energy_Consumption
5,49,64315,249,Fiberglass,Heat Pump,Evaporative,1902977.41
94,40,58986,336,Fiberglass,Heat Pump,Heat Pump,4094306.14
51,20,27052,121,Spray Foam,Forced Air,Heat Pump,1628678.39
68,44,68930,328,Mineral Wool,Forced Air,None,1167946.72
37,45,80633,439,Cellulose,Geothermal,Central AC,3553400.36
9,5,60126,259,Spray Foam,Forced Air,Evaporative,2939112.3
86,39,61051,127,Mineral Wool,Heat Pump,Heat Pump,4146796.59
36,38,60710,460,Fiberglass,Forced Air,Heat Pump,1790384.97
19,30,48668,93,Spray Foam,Forced Air,Window Units,2369339.92
39,42,59495,47,Mineral Wool,Heat Pump,None,2208015.77
91,32,38811,43,Mineral Wool,Boiler,Window Units,2809374.39
45,23,23582,462,Polyurethane,Geothermal,Evaporative,211463.33
16,44,18168,348,Mineral Wool,Radiant,None,1000116.1
29,30,85920,75,Cellulose,Forced Air,Evaporative,1724451.12
80,50,40257,418,Polyurethane,Heat Pump,Heat Pump,2952379.47
68,11,55899,381,Fiberglass,Geothermal,Heat Pump,4572447.73
75,32,1367,237,Fiberglass,Radiant,Window Units,19266.2
25,40,28519,144,Polyurethane,Forced Air,None,1297646.39
77,11,97706,292,Spray Foam,Boiler,Evaporative,7851508.72
10,25,95367,294,Spray Foam,Radiant,Central AC,4105665.36
30,21,73842,103,Polyurethane,Boiler,Evaporative,3248385.32
76,37,37288,468,Polyurethane,Forced Air,Central AC,1269507.73
67,10,81304,356,Fiberglass,Radiant,Heat Pump,2229222.3
29,8,3338,393,Polyurethane,Forced Air,Evaporative,156999.01
19,17,28796,296,Spray Foam,Forced Air,Window Units,1127532.02
41,7,67566,44,Mineral Wool,Boiler,Central AC,3975570.05
2,6,84489,129,Mineral Wool,Radiant,Window Units,3898652.47
24,44,50679,403,Polyurethane,Forced Air,Central AC,1204479.69
41,24,7795,106,Spray Foam,Boiler,Evaporative,101960.07
60,46,74488,126,Mineral Wool,Radiant,Window Units,3059687.41
23,4,61079,300,Mineral Wool,Radiant,None,1362858.3
10,46,91535,163,Polyurethane,Boiler,Evaporative,1884540.08
72,13,72105,48,Mineral Wool,Boiler,Central AC,4860914.66
77,27,81132,310,Spray Foam,Geothermal,Evaporative,1392615.72
67,36,49458,241,Cellulose,Geothermal,None,961191.78
68,7,25037,44,Polyurethane,Heat Pump,Evaporative,1384516.31
99,18,86988,389,Polyurethane,Radiant,None,1594187.13
14,40,95811,212,Cellulose,Forced Air,Heat Pump,4772829.62
21,11,12099,274,Spray Foam,Heat Pump,None,718422.51
20,10,82819,477,Cellulose,Heat Pump,Heat Pump,4144204.39
68,26,33500,153,Spray Foam,Geothermal,None,2166933.29
63,18,79725,455,Cellulose,Forced Air,Central AC,1739869.05
7,1,89070,37,Fiberglass,Radiant,Evaporative,1664875.04
32,49,13384,280,Mineral Wool,Radiant,Window Units,387856.97
81,15,85257,232,Spray Foam,Heat Pump,Heat Pump,3285434.81
68,21,66434,119,Cellulose,Radiant,Central AC,2652053.4
97,3,83391,235,Fiberglass,Radiant,Central AC,3678752.71
48,6,95099,263,Spray Foam,Heat Pump,Heat Pump,6004016.42
98,13,69229,257,Mineral Wool,Heat Pump,Window Units,6829539.22
5,22,7427,475,Fiberglass,Forced Air,Evaporative,290150.59
72,42,29210,104,Polyurethane,Heat Pump,Window Units,2363202.63
96,23,70503,331,Cellulose,Forced Air,Central AC,1033916.19
60,22,33251,88,Cellulose,Geothermal,Evaporative,2000528.61
18,34,21099,255,Polyurethane,Geothermal,Window Units,638117.5
55,6,21220,32,Spray Foam,Forced Air,Window Units,1037812.17
74,27,22041,27,Mineral Wool,Heat Pump,Evaporative,604990.77
55,8,19478,448,Mineral Wool,Boiler,Central AC,610413.96
84,26,92374,415,Cellulose,Forced Air,Central AC,2150065.71
68,14,49836,284,Fiberglass,Radiant,Evaporative,871967.63
83,47,34572,375,Cellulose,Heat Pump,Heat Pump,1331554.2
14,47,21553,456,Spray Foam,Boiler,Evaporative,712970.74
59,36,68270,381,Cellulose,Geothermal,Heat Pump,2304760.43
35,36,90338,339,Polyurethane,Radiant,Window Units,2180696.74
55,50,66497,51,Mineral Wool,Radiant,Evaporative,4602533.11
42,46,63956,160,Polyurethane,Heat Pump,Central AC,2547012.87
58,6,44770,110,Fiberglass,Geothermal,Evaporative,1659780.97
91,16,31038,328,Cellulose,Heat Pump,Window Units,2392002.75
77,7,95734,153,Spray Foam,Heat Pump,Evaporative,8352930.96
87,4,62240,364,Spray Foam,Radiant,Window Units,3779407.01
30,46,31368,277,Polyurethane,Heat Pump,Window Units,780407.51
39,1,77609,220,Polyurethane,Forced Air,Evaporative,2971280.03
8,33,68454,379,Mineral Wool,Radiant,Window Units,699095.62
31,29,4453,174,Spray Foam,Geothermal,Window Units,206307.33
39,9,48063,57,Fiberglass,Radiant,Window Units,801835.2
52,16,10950,452,Spray Foam,Geothermal,Central AC,806249.01
84,19,29561,83,Polyurethane,Boiler,Evaporative,1121617.84
35,8,23566,155,Spray Foam,Geothermal,Evaporative,1417483.05
36,41,24953,233,Polyurethane,Heat Pump,Central AC,1236491.8
8,40,36710,247,Spray Foam,Heat Pump,Evaporative,1007962.63
23,43,49143,353,Mineral Wool,Radiant,Heat Pump,764237.46
37,40,73371,422,Polyurethane,Boiler,Evaporative,2464784.37
59,7,28719,84,Mineral Wool,Forced Air,Heat Pump,280104.78
30,23,2789,271,Cellulose,Radiant,None,143677.96
79,50,39105,275,Fiberglass,Radiant,Heat Pump,3229631.25
63,34,21886,469,Mineral Wool,Forced Air,Heat Pump,1108792.26
54,29,28798,124,Polyurethane,Boiler,Central AC,395306.84
42,19,78208,315,Polyurethane,Heat Pump,Window Units,4129534.37
57,8,82325,335,Polyurethane,Heat Pump,Central AC,4478077.39
10,16,96106,424,Cellulose,Forced Air,Window Units,5075738.43
95,42,10406,327,Fiberglass,Heat Pump,Central AC,705364.49
16,28,17421,335,Fiberglass,Geothermal,None,131105.79
30,24,61808,290,Fiberglass,Geothermal,Evaporative,1785221.29
17,41,88529,392,Fiberglass,Heat Pump,Central AC,4541455.58
28,50,96810,303,Mineral Wool,Boiler,Heat Pump,2054862.1
76,42,81231,107,Fiberglass,Boiler,Window Units,6288844.01
6,27,72317,330,Polyurethane,Heat Pump,Central AC,2026418.03
48,6,9885,44,Polyurethane,Heat Pump,None,94624.83
23,14,33633,191,Mineral Wool,Heat Pump,Central AC,343104.57
72,1,39743,308,Fiberglass,Heat Pump,None,1350134.38
17,29,51186,427,Mineral Wool,Radiant,Central AC,2374848.48
63,5,91732,280,Spray Foam,Geothermal,Central AC,2455664.45
76,4,44452,481,Polyurethane,Boiler,Heat Pump,1023013.47
31,47,11121,96,Polyurethane,Heat Pump,Heat Pump,399305.75
26,36,43441,181,Mineral Wool,Geothermal,Heat Pump,514997.4
62,32,16544,459,Spray Foam,Forced Air,None,1079564.72
26,31,28955,263,Polyurethane,Radiant,Heat Pump,882772.11
79,6,75683,286,Mineral Wool,Forced Air,None,5875461.27
67,30,4899,478,Mineral Wool,Heat Pump,None,339372.67
56,3,3390,448,Cellulose,Geothermal,None,166093.58
97,37,88846,126,Fiberglass,Forced Air,Window Units,8518544.95
2,6,53851,403,Polyurethane,Boiler,Heat Pump,513513.16
72,1,64768,191,Spray Foam,Forced Air,Evaporative,3651255.68
99,24,7135,163,Spray Foam,Boiler,None,657844.52
76,36,68035,415,Mineral Wool,Boiler,Evaporative,3408866.67
69,1,96933,163,Fiberglass,Forced Air,Central AC,7374906.06
71,23,54056,146,Mineral Wool,Radiant,Central AC,3536235.94
2,34,48931,383,Cellulose,Heat Pump,Window Units,1022167.43
75,34,52284,56,Polyurethane,Heat Pump,Central AC,3820892.08
59,44,90219,198,Cellulose,Heat Pump,Evaporative,2116638.45
51,6,83165,234,Polyurethane,Geothermal,Heat Pump,3062233.26
89,13,2150,466,Cellulose,Heat Pump,Central AC,46060.99
71,25,55761,19,Fiberglass,Geothermal,Window Units,3676196.9
81,17,45912,87,Polyurethane,Forced Air,None,2792971.4
8,16,32222,152,Fiberglass,Heat Pump,Central AC,1658989.8
4,5,80456,29,Fiberglass,Geothermal,Central AC,3875985.63
23,45,92694,205,Polyurethane,Forced Air,None,1128643.47
87,41,76730,474,Cellulose,Heat Pump,Heat Pump,2443000.2
74,29,53237,347,Polyurethane,Radiant,Window Units,2879220.19
52,5,83099,152,Spray Foam,Forced Air,Central AC,1467135.03
51,41,72358,250,Mineral Wool,Boiler,Window Units,3159479.68
16,39,75605,257,Polyurethane,Forced Air,Evaporative,2080606.99
95,43,42373,113,Spray Foam,Forced Air,Heat Pump,829802.48
95,7,15060,404,Mineral Wool,Heat Pump,Central AC,512100.06
60,29,74364,443,Spray Foam,Radiant,None,4499044.17
94,8,18069,210,Cellulose,Boiler,Evaporative,828105.38
99,6,54428,349,Spray Foam,Forced Air,Heat Pump,854739.0
9,25,85948,470,Cellulose,Heat Pump,Central AC,1086165.52
24,4,35287,438,Spray Foam,Heat Pump,Window Units,697183.51
26,49,70261,23,Polyurethane,Forced Air,None,2046594.73
76,46,34752,123,Spray Foam,Geothermal,Central AC,2236383.23
8,2,40688,403,Mineral Wool,Heat Pump,None,1990401.53
63,26,99329,471,Spray Foam,Radiant,Central AC,2895144.75
50,27,11189,482,Mineral Wool,Geothermal,None,430852.8
63,8,24615,479,Mineral Wool,Radiant,None,412389.41
98,29,37778,161,Fiberglass,Geothermal,None,2050371.27
5,33,64604,229,Fiberglass,Heat Pump,Evaporative,867686.5
22,4,54546,105,Mineral Wool,Geothermal,Evaporative,2868426.64
28,8,44745,218,Cellulose,Boiler,Heat Pump,2479824.1
32,21,48218,56,Mineral Wool,Radiant,Window Units,560771.55
74,40,54128,73,Spray Foam,Heat Pump,Central AC,2256135.77
100,46,6003,239,Polyurethane,Radiant,None,486701.5
45,7,46193,168,Fiberglass,Radiant,None,2285546.2
67,32,19543,167,Mineral Wool,Boiler,Central AC,454920.85
91,25,45840,298,Spray Foam,Geothermal,Heat Pump,3413453.58
9,16,11982,284,Fiberglass,Geothermal,Central AC,292112.77
76,9,50380,354,Polyurethane,Geothermal,Evaporative,1189757.37
97,19,64646,142,Fiberglass,Geothermal,Central AC,3514981.54
63,13,8529,388,Polyurethane,Heat Pump,Heat Pump,208508.24
95,11,94055,348,Fiberglass,Boiler,Window Units,5284306.02
79,24,45440,369,Fiberglass,Geothermal,Evaporative,1878411.84
27,47,38428,499,Spray Foam,Geothermal,Heat Pump,1245277.55
68,24,1236,415,Mineral Wool,Radiant,Window Units,30272.18
34,4,25825,308,Mineral Wool,Forced Air,Evaporative,1649484.42
45,18,13063,224,Spray Foam,Radiant,Central AC,909405.93
56,22,59616,220,Fiberglass,Boiler,Evaporative,1785644.66
59,46,35127,170,Cellulose,Heat Pump,Evaporative,1212241.02
69,26,26380,58,Spray Foam,Geothermal,Evaporative,1288838.42
94,2,86450,475,Polyurethane,Forced Air,Evaporative,7752149.75
73,2,34673,262,Cellulose,Heat Pump,Central AC,2747349.17
87,49,57382,188,Fiberglass,Radiant,None,4647872.38
94,34,46103,495,Cellulose,Forced Air,Heat Pump,4000206.4
100,8,12648,384,Mineral Wool,Geothermal,Window Units,1206791.94
26,50,20466,54,Polyurethane,Geothermal,Central AC,1017581.05
70,14,58067,324,Fiberglass,Radiant,None,1969793.93
57,42,74050,188,Polyurethane,Heat Pump,None,2255075.77
21,11,36021,458,Fiberglass,Geothermal,Central AC,1496337.94
45,28,58690,399,Cellulose,Boiler,Evaporative,1686713.26
16,50,11043,135,Cellulose,Heat Pump,Window Units,199897.73
58,30,43557,404,Fiberglass,Boiler,Central AC,2162622.85
90,32,9280,69,Polyurethane,Forced Air,Evaporative,574479.75
15,14,81298,360,Spray Foam,Geothermal,None,2387575.31
35,11,90461,36,Mineral Wool,Geothermal,Evaporative,3977242.06
40,39,12299,25,Fiberglass,Radiant,Window Units,322270.06
57,46,8449,230,Fiberglass,Radiant,Evaporative,496646.06
7,5,99767,444,Mineral Wool,Heat Pump,None,653251.64
48,30,20210,338,Cellulose,Radiant,Central AC,905143.32
60,44,50290,239,Fiberglass,Geothermal,None,1919181.66
5,6,89199,350,Fiberglass,Geothermal,Central AC,929811.77
95,8,90279,415,Cellulose,Boiler,Window Units,6860763.95
3,27,43945,396,Mineral Wool,Heat Pump,Central AC,2171255.5
41,11,27652,406,Spray Foam,Radiant,Window Units,1555626.76
30,22,65377,370,Cellulose,Radiant,Evaporative,3502781.67
1,41,30471,252,Polyurethane,Geothermal,Central AC,1466519.52
82,25,65891,151,Mineral Wool,Boiler,Central AC,1983491.99
62,6,8600,494,Mineral Wool,Boiler,Window Units,84637.56
3,35,84030,414,Fiberglass,Heat Pump,Heat Pump,2496978.83
47,7,95317,75,Polyurethane,Forced Air,Evaporative,2790693.87
69,50,10838,363,Polyurethane,Heat Pump,Heat Pump,782709.15
63,23,60741,366,Spray Foam,Radiant,Window Units,3310969.04
28,27,25746,346,Polyurethane,Forced Air,Heat Pump,828508.3
47,14,97302,403,Cellulose,Boiler,Evaporative,1391249.55
22,38,12123,410,Spray Foam,Boiler,Evaporative,175554.24
15,25,96908,34,Spray Foam,Boiler,Evaporative,1897364.28
44,5,27134,479,Fiberglass,Forced Air,Window Units,1241037.43
63,35,11259,101,Fiberglass,Geothermal,Window Units,472421.66
76,43,84676,390,Spray Foam,Boiler,Heat Pump,4433324.05
78,5,74694,278,Polyurethane,Heat Pump,Window Units,2044153.26
3,34,94408,424,Spray Foam,Radiant,Window Units,3793399.66
84,12,25978,194,Cellulose,Geothermal,Evaporative,1989159.9
5,6,7080,89,Spray Foam,Heat Pump,Window Units,68295.24
41,16,79255,206,Fiberglass,Forced Air,None,1284532.93
62,29,80287,436,Mineral Wool,Geothermal,Window Units,3604082.59
5,25,54944,44,Spray Foam,Boiler,None,340228.76
32,33,6408,341,Spray Foam,Heat Pump,Heat Pump,55174.22
54,18,22269,392,Spray Foam,Geothermal,Window Units,1166155.21
95,38,82843,413,Spray Foam,Forced Air,Evaporative,4096724.55
18,47,40304,259,Spray Foam,Forced Air,Heat Pump,2280794.41
57,18,78611,161,Polyurethane,Heat Pump,Evaporative,2379847.84
84,4,58817,438,Spray Foam,Forced Air,Window Units,761025.36
44,47,28284,149,Mineral Wool,Radiant,Heat Pump,1213246.95
69,23,98166,162,Mineral Wool,Heat Pump,Window Units,5197718.29
93,40,94798,239,Fiberglass,Boiler,None,3256875.79
51,35,93745,424,Spray Foam,Forced Air,None,3053323.64
46,17,32704,342,Polyurethane,Heat Pump,Evaporative,650746.47
67,38,96482,270,Spray Foam,Heat Pump,Heat Pump,3098499.31
68,23,71370,488,Cellulose,Heat Pump,Window Units,5967953.61
33,7,98013,369,Cellulose,Boiler,Evaporative,6031473.72
21,23,87678,149,Fiberglass,Boiler,Heat Pump,3179093.37
68,24,1642,272,Mineral Wool,Boiler,Evaporative,115131.25
32,29,35502,292,Polyurethane,Heat Pump,Evaporative,1971687.3
23,25,34381,302,Fiberglass,Geothermal,Heat Pump,416609.37
24,3,21443,27,Spray Foam,Radiant,Heat Pump,262646.31
36,5,29030,68,Fiberglass,Radiant,Central AC,970636.0
35,40,4293,198,Fiberglass,Geothermal,Central AC,122991.05
72,19,96398,106,Fiberglass,Geothermal,Evaporative,2182358.39
5,42,69027,61,Mineral Wool,Geothermal,Central AC,3609164.88
67,35,59715,71,Mineral Wool,Radiant,Central AC,4801182.11
44,2,33705,233,Polyurethane,Geothermal,Window Units,959096.28
50,25,35870,88,Polyurethane,Radiant,Heat Pump,369803.14
57,29,67043,10,Polyurethane,Geothermal,Heat Pump,4985922.36
50,21,59574,338,Polyurethane,Forced Air,None,2437500.78
71,44,30741,321,Cellulose,Radiant,Evaporative,1944200.41
84,34,94647,403,Fiberglass,Forced Air,Heat Pump,6951273.47
4,37,57533,185,Spray Foam,Boiler,Central AC,1861077.05
16,49,51377,99,Spray Foam,Radiant,None,1787086.18
78,48,52846,35,Polyurethane,Forced Air,Heat Pump,3319796.06
97,13,90890,427,Fiberglass,Radiant,Window Units,3614788.47
89,23,87270,231,Fiberglass,Forced Air,Central AC,7072357.86
2,8,41880,434,Mineral Wool,Boiler,Window Units,507792.56
84,36,91716,167,Cellulose,Forced Air,Evaporative,7910853.44
42,8,66976,157,Spray Foam,Boiler,None,1118082.7
14,23,27340,72,Fiberglass,Heat Pump,Heat Pump,432827.6
70,9,34623,19,Cellulose,Geothermal,Evaporative,1149895.28
54,9,82972,388,Mineral Wool,Boiler,Window Units,3251835.99
81,37,48783,420,Fiberglass,Heat Pump,Window Units,3365619.09
68,10,77347,376,Mineral Wool,Forced Air,Evaporative,6380026.1
17,41,7769,498,Spray Foam,Heat Pump,Heat Pump,170732.49
39,27,77318,369,Polyurethane,Heat Pump,None,4297491.5
40,2,17960,388,Cellulose,Geothermal,Heat Pump,1194539.08
3,5,30394,493,Spray Foam,Forced Air,Evaporative,186195.52
63,6,45804,133,Fiberglass,Heat Pump,Central AC,570384.65
95,24,5302,480,Cellulose,Radiant,Evaporative,291466.64
2,50,36139,312,Polyurethane,Boiler,Evaporative,193700.9
23,43,7378,370,Cellulose,Radiant,Evaporative,359726.87
39,26,11013,214,Mineral Wool,Geothermal,None,648723.69
61,37,2641,499,Cellulose,Forced Air,Evaporative,125723.24
12,43,77354,183,Spray Foam,Boiler,None,4163568.49
79,19,1788,346,Mineral Wool,Radiant,Heat Pump,71031.3
67,46,99321,345,Fiberglass,Heat Pump,None,6307181.45
6,8,17078,451,Mineral Wool,Forced Air,None,883745.46
64,46,79544,102,Fiberglass,Forced Air,Central AC,1771891.84
79,39,12984,461,Mineral Wool,Radiant,Central AC,128080.82
21,20,1664,62,Spray Foam,Radiant,None,24298.03
2,28,50178,21,Cellulose,Heat Pump,Evaporative,903231.09
80,1,30733,338,Polyurethane,Radiant,Heat Pump,459434.08
12,13,14398,396,Spray Foam,Boiler,Heat Pump,207424.39
68,18,84261,299,Spray Foam,Geothermal,Central AC,3461215.93
98,44,58924,231,Mineral Wool,Heat Pump,Central AC,5251935.61
50,40,72933,251,Polyurethane,Boiler,Heat Pump,4477281.83
95,41,25432,13,Mineral Wool,Geothermal,Evaporative,915246.99
24,2,18015,89,Cellulose,Radiant,Heat Pump,1041162.7
21,36,29349,55,Spray Foam,Heat Pump,Window Units,347307.52
28,13,20546,329,Fiberglass,Heat Pump,None,327342.68
16,30,51773,267,Spray Foam,Heat Pump,Heat Pump,2145565.66
19,48,33203,62,Polyurethane,Boiler,Central AC,197713.44
32,10,62975,262,Mineral Wool,Boiler,None,3549737.38
19,2,5674,166,Fiberglass,Forced Air,None,292154.29
36,10,2572,41,Cellulose,Forced Air,None,101353.92
95,34,23620,356,Spray Foam,Forced Air,None,2108411.5
74,5,63084,387,Polyurethane,Boiler,Central AC,3718928.87
24,30,4187,34,Fiberglass,Forced Air,Window Units,71299.81
80,42,31164,125,Mineral Wool,Radiant,Central AC,814917.05
59,40,38992,49,Cellulose,Radiant,Heat Pump,2719228.81
47,27,23735,279,Spray Foam,Heat Pump,None,1452082.49
26,19,59774,94,Fiberglass,Boiler,None,2724752.66
43,41,8807,499,Fiberglass,Boiler,Central AC,341893.89
65,47,37945,246,Fiberglass,Heat Pump,Central AC,1973531.51
94,1,67637,453,Polyurethane,Geothermal,Evaporative,3940474.68
42,17,99277,430,Mineral Wool,Forced Air,Heat Pump,4750958.57
96,16,42233,176,Fiberglass,Forced Air,Central AC,2834768.07
8,40,25554,152,Fiberglass,Geothermal,Evaporative,721739.24
11,45,13250,303,Mineral Wool,Forced Air,Heat Pump,137452.36
77,8,79605,286,Fiberglass,Heat Pump,Evaporative,2094234.99
8,21,49963,301,Fiberglass,Heat Pump,Central AC,683636.78
5,44,11137,99,Mineral Wool,Forced Air,Heat Pump,117825.3
70,49,47558,115,Cellulose,Radiant,Central AC,3951511.35
95,49,77658,236,Spray Foam,Boiler,Evaporative,6774276.91
59,43,18909,170,Cellulose,Radiant,Central AC,1015228.49
32,35,11718,155,Fiberglass,Forced Air,None,713038.39
85,45,74344,274,Mineral Wool,Heat Pump,Central AC,5025622.34
87,8,65840,189,Mineral Wool,Boiler,Window Units,3633192.28
44,32,67139,343,Fiberglass,Boiler,Central AC,1540437.08
54,39,71662,193,Spray Foam,Boiler,Evaporative,2795076.89
79,25,31985,294,Mineral Wool,Geothermal,Heat Pump,618273.86
47,33,25490,424,Spray Foam,Geothermal,None,369108.49
77,40,24434,362,Fiberglass,Boiler,Evaporative,1603108.52
93,33,92518,321,Mineral Wool,Boiler,Heat Pump,4016894.61
81,35,21479,31,Cellulose,Geothermal,Heat Pump,757525.13
4,8,69204,54,Cellulose,Radiant,Window Units,476128.18
58,32,55745,317,Spray Foam,Radiant,Window Units,1451626.31
8,50,51408,173,Cellulose,Radiant,Heat Pump,2389185.9
4,27,76421,396,Cellulose,Heat Pump,None,1064432.14
64,30,33253,306,Fiberglass,Radiant,Heat Pump,1275665.11
34,3,85829,432,Fiberglass,Geothermal,Heat Pump,2479065.94
38,11,84073,114,Spray Foam,Geothermal,None,3377010.62
59,41,51194,155,Polyurethane,Boiler,Evaporative,2372735.75
15,44,33306,371,Mineral Wool,Geothermal,Evaporative,334195.25
76,7,5592,488,Spray Foam,Boiler,Heat Pump,166638.56
62,46,74100,386,Spray Foam,Heat Pump,Central AC,4695899.91
94,49,89571,305,Fiberglass,Boiler,Evaporative,2178128.61
7,47,16403,99,Cellulose,Heat Pump,Central AC,771604.23
73,29,47524,58,Mineral Wool,Radiant,None,3686138.1
37,23,80541,246,Spray Foam,Geothermal,Heat Pump,3378146.65
10,16,89739,66,Fiberglass,Heat Pump,Central AC,2418135.63
20,34,45165,121,Fiberglass,Geothermal,Heat Pump,2028512.99
73,7,42118,94,Spray Foam,Heat Pump,Evaporative,2227707.86
84,22,85852,97,Mineral Wool,Boiler,Evaporative,4706634.89
32,21,50847,328,Spray Foam,Radiant,Central AC,402153.76
89,23,27218,332,Mineral Wool,Geothermal,Window Units,2018093.85
5,18,79909,167,Fiberglass,Forced Air,Central AC,3651311.5
98,18,26421,217,Polyurethane,Heat Pump,Window Units,2129713.09
52,16,88366,366,Mineral Wool,Geothermal,None,4529046.07
86,23,47848,316,Polyurethane,Radiant,None,3221503.07
62,5,21314,375,Polyurethane,Boiler,Window Units,280924.04
49,4,57396,490,Polyurethane,Geothermal,Window Units,552078.5
97,20,70907,23,Cellulose,Forced Air,None,6194465.54
12,22,90359,279,Fiberglass,Radiant,Evaporative,3782019.16
74,32,97515,415,Spray Foam,Geothermal,None,4799327.3
99,29,36048,225,Spray Foam,Geothermal,Central AC,2336741.34
87,28,61322,297,Polyurethane,Geothermal,None,789205.65
45,4,34636,185,Spray Foam,Radiant,Window Units,780945.09
68,13,30069,337,Cellulose,Forced Air,None,1744635.2
3,45,74761,337,Spray Foam,Forced Air,Central AC,1307400.31
63,18,69583,393,Polyurethane,Radiant,None,1125959.52
46,34,34941,458,Fiberglass,Heat Pump,None,2156882.72
62,50,91610,74,Mineral Wool,Radiant,Evaporative,1025120.2
51,38,48946,231,Fiberglass,Radiant,Heat Pump,1335555.97
25,25,52170,442,Cellulose,Boiler,Evaporative,804048.78
42,45,41576,121,Cellulose,Heat Pump,Evaporative,2287009.03
23,3,64797,476,Mineral Wool,Heat Pump,Evaporative,1278768.18
58,1,6907,255,Polyurethane,Geothermal,None,243469.27
67,18,19143,178,Cellulose,Radiant,None,163896.04
40,23,24601,256,Polyurethane,Radiant,Central AC,667366.32
77,11,84663,23,Fiberglass,Heat Pump,Window Units,1923409.54
22,41,61189,141,Fiberglass,Boiler,Heat Pump,765714.45
44,50,2218,127,Polyurethane,Heat Pump,Evaporative,145298.71
28,4,79652,169,Spray Foam,Radiant,Central AC,4273088.27
14,40,71645,362,Polyurethane,Forced Air,Central AC,712047.5
48,48,76818,471,Mineral Wool,Geothermal,Central AC,5341533.39
12,32,38811,191,Spray Foam,Radiant,Central AC,686397.49
82,18,57779,183,Mineral Wool,Forced Air,Central AC,5141125.13
8,47,38315,442,Polyurethane,Boiler,Window Units,1118773.15
87,44,42958,451,Mineral Wool,Boiler,Evaporative,4009757.34
5,50,96811,17,Cellulose,Heat Pump,Heat Pump,4438650.69
12,2,73286,11,Mineral Wool,Geothermal,Heat Pump,3036659.34
89,7,93746,303,Fiberglass,Heat Pump,Heat Pump,2678775.17
69,31,27054,463,Cellulose,Boiler,Heat Pump,1361977.41
17,2,82151,179,Mineral Wool,Forced Air,Central AC,4697552.25
62,9,92650,79,Cellulose,Radiant,Window Units,3195779.56
32,35,50054,490,Mineral Wool,Forced Air,None,1304380.25
93,6,97094,101,Fiberglass,Boiler,Heat Pump,4196229.28
14,40,7328,469,Fiberglass,Radiant,Central AC,85419.49
81,30,69005,225,Spray Foam,Radiant,Central AC,2767289.94
26,28,36730,36,Spray Foam,Forced Air,None,1326347.26
41,49,20866,183,Polyurethane,Radiant,None,880650.25
40,12,5818,383,Fiberglass,Forced Air,Central AC,350071.71
63,12,89274,80,Spray Foam,Geothermal,None,2131118.51
7,25,2584,299,Mineral Wool,Radiant,Evaporative,31889.35
87,12,90370,182,Cellulose,Geothermal,Heat Pump,4112643.5
17,33,23493,475,Spray Foam,Geothermal,Heat Pump,1306382.68
36,22,42466,440,Polyurethane,Boiler,Window Units,1872593.85
83,32,11114,444,Cellulose,Heat Pump,Evaporative,463402.74
86,36,74334,458,Polyurethane,Forced Air,Evaporative,1436778.28
21,27,30211,146,Fiberglass,Forced Air,Heat Pump,714029.32
29,24,65184,231,Fiberglass,Forced Air,None,3198508.13
49,6,69784,349,Mineral Wool,Forced Air,None,1122705.43
61,26,14485,271,Fiberglass,Heat Pump,Central AC,320373.8
33,16,24417,384,Cellulose,Radiant,Heat Pump,1297429.96
32,40,39841,417,Fiberglass,Radiant,Window Units,2578674.78
19,34,75337,282,Spray Foam,Heat Pump,None,2377017.18
82,1,95764,215,Spray Foam,Geothermal,Evaporative,2313401.5
19,14,43980,293,Polyurethane,Geothermal,Central AC,2259237.18
38,17,87968,72,Mineral Wool,Radiant,Heat Pump,2418078.92
56,17,49567,62,Spray Foam,Heat Pump,Window Units,1485688.23
80,47,49526,474,Spray Foam,Forced Air,Central AC,490212.47
41,42,1383,304,Mineral Wool,Forced Air,Window Units,67414.65
21,38,69831,444,Spray Foam,Boiler,Central AC,3848209.19
40,1,85665,354,Mineral Wool,Radiant,Heat Pump,1609442.65
45,25,6245,266,Mineral Wool,Radiant,Heat Pump,247948.57
36,27,65437,38,Cellulose,Geothermal,Window Units,4301300.42
4,15,34867,247,Polyurethane,Boiler,Evaporative,189256.5
90,1,86848,454,Cellulose,Heat Pump,Window Units,962065.2
6,44,48524,447,Cellulose,Geothermal,Heat Pump,593719.42
65,8,88517,202,Polyurethane,Heat Pump,None,3026394.09
93,42,85338,78,Cellulose,Radiant,None,3416899.36
53,44,51610,192,Polyurethane,Boiler,Heat Pump,3735179.6
39,20,21949,382,Fiberglass,Boiler,Window Units,475069.61
72,18,45826,122,Fiberglass,Geothermal,Evaporative,3316143.2
15,4,40125,292,Fiberglass,Boiler,Central AC,749036.18
40,40,58665,456,Cellulose,Radiant,None,2356925.7
3,21,93615,172,Cellulose,Heat Pump,Central AC,4001319.14
1,30,21497,158,Fiberglass,Radiant,Evaporative,908892.74
32,25,66652,323,Spray Foam,Geothermal,Window Units,3768597.54
91,28,10664,69,Polyurethane,Forced Air,Heat Pump,593066.1
15,25,56207,82,Spray Foam,Heat Pump,Evaporative,2759111.49
13,1,35406,325,Spray Foam,Heat Pump,Heat Pump,881217.98
95,17,97288,226,Mineral Wool,Boiler,Window Units,6533939.88
